start	end	probability	word	source_pass	segment_id
500.940	501.080	0.974121	cái	large-v3-turbo-full	113
501.080	501.280	0.999023	nhà	large-v3-turbo-full	113
501.280	501.460	0.955078	nhất	large-v3-turbo-full	113
501.460	501.560	0.808594	đấy.	large-v3-turbo-full	113
501.620	501.700	0.993164	Họ	large-v3-turbo-full	114
501.700	501.880	0.997070	muốn	large-v3-turbo-full	114
501.880	502.080	1.000000	xem	large-v3-turbo-full	114
502.080	502.340	1.000000	rồi.	large-v3-turbo-full	114
502.480	502.680	0.998535	Hoặc	large-v3-turbo-full	115
502.680	502.900	1.000000	là	large-v3-turbo-full	115
502.900	503.180	0.987305	họ	large-v3-turbo-full	115
503.180	503.340	0.997559	mới	large-v3-turbo-full	115
503.340	503.460	0.999023	cho	large-v3-turbo-full	115
503.460	503.580	0.999512	mình	large-v3-turbo-full	115
503.580	503.780	0.999512	tiêu	large-v3-turbo-full	115
503.780	503.980	1.000000	chuẩn	large-v3-turbo-full	115
503.980	504.140	0.999023	thôi.	large-v3-turbo-full	115
504.200	504.260	0.979980	Và	large-v3-turbo-full	116
504.260	504.380	1.000000	họ	large-v3-turbo-full	116
504.380	504.500	0.999023	chưa	large-v3-turbo-full	116
504.500	504.660	0.999023	tìm	large-v3-turbo-full	116
504.660	504.740	0.999023	được	large-v3-turbo-full	116
504.740	504.960	1.000000	nhà.	large-v3-turbo-full	116
505.480	505.780	0.492432	Ừ.	large-v3-turbo-full	117
505.780	506.120	0.989258	Thì	large-v3-turbo-full	118
506.120	506.500	0.992676	cái	large-v3-turbo-full	118
506.500	506.800	0.999512	đầu	large-v3-turbo-full	118
506.800	507.120	1.000000	tiên	large-v3-turbo-full	118
507.120	507.840	0.716797	á...	large-v3-turbo-full	118
507.840	508.160	0.947754	Là	large-v3-turbo-full	119
508.160	508.420	0.991211	ví	large-v3-turbo-full	119
508.420	508.720	1.000000	dụ	large-v3-turbo-full	119
508.720	509.120	0.853516	họ	large-v3-turbo-full	119
509.120	509.380	0.999512	đã	large-v3-turbo-full	119
509.380	509.860	0.741699	có	large-v3-turbo-full	119
509.860	510.000	0.993164	một	large-v3-turbo-full	119
510.000	510.100	0.997559	cái	large-v3-turbo-full	119
510.100	510.220	1.000000	nhà	large-v3-turbo-full	119
510.220	510.400	0.999512	cụ	large-v3-turbo-full	119
510.400	510.560	1.000000	thể	large-v3-turbo-full	119
510.560	510.760	0.996094	chẳng	large-v3-turbo-full	119
510.760	510.900	0.997070	hạn.	large-v3-turbo-full	119
511.340	511.720	0.995117	Thì	large-v3-turbo-full	120
511.720	511.880	0.999023	ví	large-v3-turbo-full	120
511.880	512.100	1.000000	dụ	large-v3-turbo-full	120
512.100	512.300	0.998047	mình	large-v3-turbo-full	120
512.300	512.540	1.000000	vào	large-v3-turbo-full	120
512.540	513.160	0.881836	đây...	large-v3-turbo-full	120
513.160	513.880	0.438477	Mình	large-v3-turbo-full	121
513.880	514.320	0.570312	đánh	large-v3-turbo-full	121
514.320	514.540	0.690430	cái	large-v3-turbo-full	121
514.540	514.940	0.941406	số	large-v3-turbo-full	121
514.940	515.360	0.911133	địa	large-v3-turbo-full	121
515.360	515.460	0.995117	chỉ	large-v3-turbo-full	121
515.460	515.640	0.955078	nhà	large-v3-turbo-full	121
515.640	515.860	0.811035	ra.	large-v3-turbo-full	121
520.480	520.920	0.985352	Mình	large-v3-turbo-full	122
520.920	521.080	0.992676	ấn	large-v3-turbo-full	122
521.080	521.420	1.000000	vào.	large-v3-turbo-full	122
521.680	522.120	0.974609	Thì	large-v3-turbo-full	123
522.120	522.300	0.999512	mình	large-v3-turbo-full	123
522.300	522.540	0.999512	cũng	large-v3-turbo-full	123
522.540	522.700	0.999023	sẽ	large-v3-turbo-full	123
522.700	522.980	1.000000	tìm	large-v3-turbo-full	123
522.980	523.120	0.999512	được	large-v3-turbo-full	123
523.120	523.540	0.504883	luôn...	large-v3-turbo-full	123
523.540	523.660	0.885742	Đây	large-v3-turbo-full	124
523.660	523.840	1.000000	là	large-v3-turbo-full	124
523.840	524.040	0.999512	tất	large-v3-turbo-full	124
524.040	524.120	1.000000	cả	large-v3-turbo-full	124
524.120	524.240	0.996094	những	large-v3-turbo-full	124
524.240	524.360	0.929199	cái	large-v3-turbo-full	124
524.360	524.680	0.894043	listing	large-v3-turbo-full	124
524.680	524.920	0.988770	liên	large-v3-turbo-full	124
524.920	525.100	0.995117	quan	large-v3-turbo-full	124
525.100	525.340	0.998535	đến	large-v3-turbo-full	124
525.340	525.500	0.992188	cái	large-v3-turbo-full	124
525.500	525.700	0.999512	nhà	large-v3-turbo-full	124
525.700	525.980	0.999512	đó.	large-v3-turbo-full	124
527.040	527.480	0.994141	Mà	large-v3-turbo-full	125
527.480	527.740	0.996094	đã	large-v3-turbo-full	125
527.740	528.020	0.990234	ở	large-v3-turbo-full	125
528.020	528.620	0.608398	trên...	large-v3-turbo-full	125
528.620	529.020	0.593750	Trong...	large-v3-turbo-full	126
529.020	529.120	0.683105	Đã	large-v3-turbo-full	127
529.120	529.320	0.743652	ở	large-v3-turbo-full	127
529.320	529.560	1.000000	trên	large-v3-turbo-full	127
529.560	530.040	0.956055	MLS.	large-v3-turbo-full	127
531.620	532.060	0.975586	Trong	large-v3-turbo-full	128
532.060	532.220	0.999023	lịch	large-v3-turbo-full	128
532.220	532.380	0.999512	sử	large-v3-turbo-full	128
532.380	532.580	0.991699	luôn	large-v3-turbo-full	128
532.580	532.760	0.874023	tất	large-v3-turbo-full	128
532.760	533.260	0.854980	cả...	large-v3-turbo-full	128
533.260	533.420	0.816406	Thực	large-v3-turbo-full	129
533.420	533.740	0.478027	trì	large-v3-turbo-full	129
533.740	534.440	0.647461	database	large-v3-turbo-full	129
534.440	534.600	0.939941	ở	large-v3-turbo-full	129
534.600	534.880	0.535156	đây...	large-v3-turbo-full	129
534.880	534.920	0.984375	Nó	large-v3-turbo-full	130
534.920	535.100	0.998047	cũng	large-v3-turbo-full	130
535.100	535.260	0.998047	không	large-v3-turbo-full	130
535.260	535.580	0.998047	có	large-v3-turbo-full	130
535.580	535.760	0.986328	được	large-v3-turbo-full	130
535.760	536.060	0.999023	lâu	large-v3-turbo-full	130
536.060	536.240	0.997070	lắm	large-v3-turbo-full	130
536.240	536.380	0.999023	đâu.	large-v3-turbo-full	130
536.480	536.560	0.999023	Nó	large-v3-turbo-full	131
536.560	536.720	0.999023	cũng	large-v3-turbo-full	131
536.720	536.940	0.999023	chỉ	large-v3-turbo-full	131
536.940	537.120	0.995605	có	large-v3-turbo-full	131
537.120	537.480	0.977051	tầm	large-v3-turbo-full	131
537.480	537.700	0.975586	chục	large-v3-turbo-full	131
537.700	537.840	0.996582	năm	large-v3-turbo-full	131
537.840	538.020	0.973633	đổ	large-v3-turbo-full	131
538.020	538.200	1.000000	lại	large-v3-turbo-full	131
538.200	538.420	0.999512	thôi.	large-v3-turbo-full	131
538.760	538.920	0.992676	Nên	large-v3-turbo-full	132
538.920	539.040	0.997070	là	large-v3-turbo-full	132
539.040	539.180	0.940430	những	large-v3-turbo-full	132
539.180	539.340	0.994141	cái	large-v3-turbo-full	132
539.340	540.260	0.800781	căn	large-v3-turbo-full	132
540.260	540.820	0.772461	nhà...	large-v3-turbo-full	132
540.820	540.860	0.968750	Mà	large-v3-turbo-full	133
540.860	541.020	1.000000	có	large-v3-turbo-full	133
541.020	541.560	0.629883	thể...	large-v3-turbo-full	133
541.560	542.080	0.971680	Bán	large-v3-turbo-full	134
542.080	542.280	0.980469	năm	large-v3-turbo-full	134
542.280	542.520	0.955078	chín	large-v3-turbo-full	134
542.520	542.820	0.823730	mấy...	large-v3-turbo-full	134
543.160	543.160	0.124756	Năm	large-v3-turbo-full	135
543.160	543.500	0.923828	2000	large-v3-turbo-full	135
543.500	543.660	0.854492	thì	large-v3-turbo-full	135
543.660	543.820	0.955078	có	large-v3-turbo-full	135
543.820	543.960	0.979004	thể	large-v3-turbo-full	135
543.960	544.060	0.940430	nó	large-v3-turbo-full	135
544.060	544.200	0.485596	cũng	large-v3-turbo-full	135
544.200	544.300	0.989258	không	large-v3-turbo-full	135
544.300	544.480	0.987305	có	large-v3-turbo-full	135
544.480	544.660	0.920898	trên	large-v3-turbo-full	135
544.660	544.800	0.979004	này	large-v3-turbo-full	135
544.800	545.000	0.869141	cơ.	large-v3-turbo-full	135
545.940	546.300	0.653320	Thì...	large-v3-turbo-full	136
546.300	546.340	0.685547	Cái	large-v3-turbo-full	137
546.340	546.440	0.989746	này	large-v3-turbo-full	137
546.440	546.840	0.465820	chỉ...	large-v3-turbo-full	137
546.840	546.980	0.895508	Trong	large-v3-turbo-full	138
546.980	547.220	0.981445	mấy	large-v3-turbo-full	138
547.220	547.360	0.797852	chút	large-v3-turbo-full	138
547.360	547.580	0.993164	năm	large-v3-turbo-full	138
547.580	547.840	0.762207	đổ	large-v3-turbo-full	138
547.840	548.000	0.608887	lại	large-v3-turbo-full	138
548.000	548.200	0.993652	thôi.	large-v3-turbo-full	138
548.400	548.760	0.669434	Thì...	large-v3-turbo-full	139
548.760	549.040	0.850586	Dụ	large-v3-turbo-full	140
549.040	549.220	0.985352	như	large-v3-turbo-full	140
549.220	549.880	0.906250	cái...	large-v3-turbo-full	140
549.880	550.040	0.985840	Mình	large-v3-turbo-full	141
550.040	550.260	0.971680	xem	large-v3-turbo-full	141
550.260	550.360	0.469238	mà	large-v3-turbo-full	141
550.360	550.440	0.785645	cái	large-v3-turbo-full	141
550.440	550.740	0.965820	status	large-v3-turbo-full	141
550.740	550.900	0.835449	ở	large-v3-turbo-full	141
550.900	551.020	0.895996	đây.	large-v3-turbo-full	141
551.260	551.460	0.981445	Nếu	large-v3-turbo-full	142
551.460	551.580	0.989746	mà	large-v3-turbo-full	142
551.580	551.740	0.978516	nó	large-v3-turbo-full	142
551.740	551.980	0.500977	đã	large-v3-turbo-full	142
551.980	552.300	0.791016	active.	large-v3-turbo-full	142
552.440	552.540	0.977539	Nghĩa	large-v3-turbo-full	143
552.540	552.680	0.999023	là	large-v3-turbo-full	143
552.680	552.860	0.926758	cái	large-v3-turbo-full	143
552.860	553.240	0.618652	đấy...	large-v3-turbo-full	143
553.240	553.320	0.991211	Nó	large-v3-turbo-full	144
553.320	553.540	0.985352	đang	large-v3-turbo-full	144
553.540	553.840	0.633789	tăng.	large-v3-turbo-full	144
554.260	554.400	0.990234	Còn	large-v3-turbo-full	145
554.400	554.560	0.692383	tất	large-v3-turbo-full	145
554.560	554.560	0.944336	cả	large-v3-turbo-full	145
554.560	554.740	0.700195	những	large-v3-turbo-full	145
554.740	554.800	0.931152	cái	large-v3-turbo-full	145
554.800	555.140	0.958984	này	large-v3-turbo-full	145
555.140	555.320	0.753906	là	large-v3-turbo-full	145
555.320	555.820	0.821289	trước	large-v3-turbo-full	145
555.820	556.060	0.996582	đấy.	large-v3-turbo-full	145
556.580	556.780	0.998535	Thì	large-v3-turbo-full	146
556.780	556.980	0.849121	mình	large-v3-turbo-full	146
556.980	557.200	0.997070	sẽ	large-v3-turbo-full	146
557.200	557.320	0.528320	ấn	large-v3-turbo-full	146
557.320	557.520	0.997559	vào	large-v3-turbo-full	146
557.520	557.620	0.986328	cái	large-v3-turbo-full	146
557.620	557.800	0.998535	số	large-v3-turbo-full	146
557.800	558.260	0.795898	MLS.	large-v3-turbo-full	146
562.200	562.560	0.919434	Thì...	large-v3-turbo-full	147
562.560	562.740	0.978027	Trong	large-v3-turbo-full	148
562.740	563.080	0.900391	đấy...	large-v3-turbo-full	148
563.080	563.200	0.993164	Đây	large-v3-turbo-full	149
563.200	563.340	0.999512	là	large-v3-turbo-full	149
563.340	563.520	0.946777	một	large-v3-turbo-full	149
563.520	563.680	0.991211	cái	large-v3-turbo-full	149
563.680	564.020	0.997559	trang	large-v3-turbo-full	149
564.020	564.160	0.953613	rất	large-v3-turbo-full	149
564.160	564.300	0.998047	là	large-v3-turbo-full	149
564.300	564.540	0.998047	phổ	large-v3-turbo-full	149
564.540	565.060	0.791992	biến...	large-v3-turbo-full	149
565.060	565.180	0.944824	Về	large-v3-turbo-full	150
565.180	565.360	1.000000	tất	large-v3-turbo-full	150
565.360	565.460	1.000000	cả	large-v3-turbo-full	150
565.460	565.620	0.998047	những	large-v3-turbo-full	150
565.620	565.720	0.994629	cái	large-v3-turbo-full	150
565.720	565.960	0.999512	thông	large-v3-turbo-full	150
565.960	566.200	0.999512	tin	large-v3-turbo-full	150
566.200	566.600	0.823730	mà	large-v3-turbo-full	150
566.600	566.740	0.997070	nó	large-v3-turbo-full	150
566.740	567.040	1.000000	có.	large-v3-turbo-full	150
567.620	567.960	0.994141	Thì	large-v3-turbo-full	151
567.960	568.120	0.896484	ví	large-v3-turbo-full	151
568.120	568.220	0.998047	dụ	large-v3-turbo-full	151
568.220	568.340	0.996094	như	large-v3-turbo-full	151
568.340	568.500	0.922363	mình	large-v3-turbo-full	151
568.500	568.800	0.793945	là...	large-v3-turbo-full	151
568.800	568.900	0.682617	Mình	large-v3-turbo-full	152
568.900	569.140	0.917969	mua	large-v3-turbo-full	152
569.140	569.300	0.966309	chẳng	large-v3-turbo-full	152
569.300	569.400	0.985352	hạn	large-v3-turbo-full	152
569.400	569.580	0.579590	là...	large-v3-turbo-full	152
569.580	569.640	0.994629	Mình	large-v3-turbo-full	153
569.640	569.840	0.999512	muốn	large-v3-turbo-full	153
569.840	570.060	0.999023	xem	large-v3-turbo-full	153
570.060	570.260	0.999512	thông	large-v3-turbo-full	153
570.260	570.400	0.999512	tin	large-v3-turbo-full	153
570.400	570.520	0.991211	về	large-v3-turbo-full	153
570.520	570.620	0.995117	cái	large-v3-turbo-full	153
570.620	570.820	0.999512	nhà	large-v3-turbo-full	153
570.820	571.020	0.999512	này.	large-v3-turbo-full	153
571.160	571.220	0.997559	Thì	large-v3-turbo-full	154
571.220	571.340	0.991211	mình	large-v3-turbo-full	154
571.340	571.480	0.996582	sẽ	large-v3-turbo-full	154
571.480	571.620	0.988281	đọc	large-v3-turbo-full	154
571.620	571.800	0.967773	tất	large-v3-turbo-full	154
571.800	571.880	1.000000	cả	large-v3-turbo-full	154
571.880	572.000	0.980469	những	large-v3-turbo-full	154
572.000	572.080	0.996094	cái	large-v3-turbo-full	154
572.080	572.260	0.997070	thông	large-v3-turbo-full	154
572.260	572.400	0.999512	tin	large-v3-turbo-full	154
572.400	572.500	0.967773	ở	large-v3-turbo-full	154
572.500	572.720	1.000000	đây.	large-v3-turbo-full	154
573.160	573.440	0.481201	Tương	large-v3-turbo-full	155
573.440	573.660	0.977539	tự	large-v3-turbo-full	155
573.660	574.060	0.869141	nếu	large-v3-turbo-full	155
574.060	574.260	0.979492	mình	large-v3-turbo-full	155
574.260	574.700	0.353027	mà...	large-v3-turbo-full	155
574.700	574.800	0.581543	Người	large-v3-turbo-full	156
574.800	575.140	0.992188	bán	large-v3-turbo-full	156
575.140	575.600	0.844238	nhà	large-v3-turbo-full	156
575.600	575.880	0.768066	này.	large-v3-turbo-full	156
576.320	576.680	0.810547	Thì	large-v3-turbo-full	157
576.680	576.900	0.906250	khi	large-v3-turbo-full	157
576.900	577.140	0.789062	mà	large-v3-turbo-full	157
577.140	577.280	0.344971	mình	large-v3-turbo-full	157
577.280	577.440	0.885742	đang	large-v3-turbo-full	157
577.440	577.760	0.989746	bán.	large-v3-turbo-full	157
577.920	577.960	0.981445	Mình	large-v3-turbo-full	158
577.960	578.160	0.685059	cũng	large-v3-turbo-full	158
578.160	578.280	0.925781	sẽ	large-v3-turbo-full	158
578.280	578.440	0.980957	phải	large-v3-turbo-full	158
578.440	578.660	0.427734	điến	large-v3-turbo-full	158
578.660	578.820	0.958984	tất	large-v3-turbo-full	158
578.820	578.900	0.999512	cả	large-v3-turbo-full	158
578.900	579.020	0.916504	những	large-v3-turbo-full	158
579.020	579.100	0.678711	cái	large-v3-turbo-full	158
579.100	579.280	0.995117	thông	large-v3-turbo-full	158
579.280	579.420	0.996582	tin	large-v3-turbo-full	158
579.420	579.540	0.993164	này	large-v3-turbo-full	158
579.540	579.760	0.995605	ra.	large-v3-turbo-full	158
582.940	583.300	0.073181	Cho	large-v3-turbo-full	159
583.300	583.580	0.974121	mình	large-v3-turbo-full	159
583.580	583.960	0.906250	hỏi.	large-v3-turbo-full	159
585.200	585.560	0.588867	Bạn	large-v3-turbo-full	160
585.560	585.840	0.496582	nói	large-v3-turbo-full	160
585.840	586.020	0.992188	tiếp	large-v3-turbo-full	160
586.020	586.160	0.489990	đi.	large-v3-turbo-full	160
586.420	586.720	0.851562	Tí	large-v3-turbo-full	161
586.720	586.840	0.956055	mình	large-v3-turbo-full	161
586.840	587.020	0.995117	hỏi	large-v3-turbo-full	161
587.020	587.380	0.731445	chung	large-v3-turbo-full	161
587.380	587.520	0.645996	một	large-v3-turbo-full	161
587.520	587.720	0.999023	lần	large-v3-turbo-full	161
587.720	587.900	0.880859	luôn.	large-v3-turbo-full	161
589.920	590.280	0.795898	Thì	large-v3-turbo-full	162
590.280	590.460	0.854492	nói	large-v3-turbo-full	162
590.460	590.600	0.679688	chung	large-v3-turbo-full	162
590.600	590.680	0.679199	là	large-v3-turbo-full	162
590.680	590.740	0.858398	mình	large-v3-turbo-full	162
590.740	591.100	0.614258	cứ...	large-v3-turbo-full	162
591.100	591.320	0.965820	Mình	large-v3-turbo-full	163
591.320	591.420	0.999512	cứ	large-v3-turbo-full	163
591.420	591.560	0.997559	nói	large-v3-turbo-full	163
591.560	591.760	0.998047	qua	large-v3-turbo-full	163
591.760	591.900	0.966309	những	large-v3-turbo-full	163
591.900	592.000	0.997559	cái	large-v3-turbo-full	163
592.000	592.120	0.804688	mình	large-v3-turbo-full	163
592.120	592.260	0.982422	hay	large-v3-turbo-full	163
592.260	592.460	0.998047	dùng	large-v3-turbo-full	163
592.460	592.640	0.985840	trước	large-v3-turbo-full	163
592.640	592.800	0.812500	nhé.	large-v3-turbo-full	163
592.880	592.980	0.977539	Xong	large-v3-turbo-full	164
592.980	593.680	0.787598	rồi...	large-v3-turbo-full	164
593.680	594.020	0.986816	Có	large-v3-turbo-full	165
594.020	594.200	0.997070	gì	large-v3-turbo-full	165
594.200	594.780	0.779297	thì...	large-v3-turbo-full	165
595.540	595.900	0.995117	Tất	large-v3-turbo-full	166
595.900	596.020	1.000000	cả	large-v3-turbo-full	166
596.020	596.140	0.998047	những	large-v3-turbo-full	166
596.140	596.260	0.924805	cái	large-v3-turbo-full	166
596.260	596.440	0.999512	thông	large-v3-turbo-full	166
596.440	596.660	1.000000	tin	large-v3-turbo-full	166
596.660	596.880	0.974121	trên	large-v3-turbo-full	166
596.880	597.120	0.983398	này	large-v3-turbo-full	166
597.120	597.280	0.476807	này.	large-v3-turbo-full	166
598.360	598.720	0.785156	Là...	large-v3-turbo-full	167
598.720	598.780	0.857422	Đang	large-v3-turbo-full	168
598.780	598.880	0.810059	là	large-v3-turbo-full	168
598.880	599.000	0.999512	trên	large-v3-turbo-full	168
599.000	599.200	0.998047	màn	large-v3-turbo-full	168
599.200	599.300	1.000000	hình	large-v3-turbo-full	168
599.300	599.440	0.668945	đấy	large-v3-turbo-full	168
599.440	599.500	0.787109	nha.	large-v3-turbo-full	168
599.560	599.700	0.997559	Tất	large-v3-turbo-full	169
599.700	599.760	1.000000	cả	large-v3-turbo-full	169
599.760	599.880	0.991699	những	large-v3-turbo-full	169
599.880	599.980	0.999023	cái	large-v3-turbo-full	169
599.980	600.080	0.999512	này	large-v3-turbo-full	169
600.080	600.180	0.958984	là	large-v3-turbo-full	169
600.180	600.340	0.985840	có	large-v3-turbo-full	169
600.340	600.560	0.974121	trên	large-v3-turbo-full	169
600.560	600.960	0.879395	Zillow.	large-v3-turbo-full	169
601.080	601.120	0.995117	Nó	large-v3-turbo-full	170
601.120	601.300	0.961426	sang	large-v3-turbo-full	170
601.300	601.480	0.946289	tất	large-v3-turbo-full	170
601.480	601.480	1.000000	cả	large-v3-turbo-full	170
601.480	601.580	0.989746	những	large-v3-turbo-full	170
601.580	601.840	0.965820	trang	large-v3-turbo-full	170
601.840	602.000	0.998535	khác	large-v3-turbo-full	170
602.000	602.220	0.991211	hết.	large-v3-turbo-full	170
603.160	603.360	0.211182	Cái	large-v3-turbo-full	171
603.360	603.520	0.015114	nhất	large-v3-turbo-full	171
603.520	603.800	0.991211	định	large-v3-turbo-full	171
603.800	603.940	0.595703	ý.	large-v3-turbo-full	171
604.300	604.440	0.998047	Ví	large-v3-turbo-full	172
604.440	604.880	0.669434	dụ...	large-v3-turbo-full	172
604.880	605.680	0.860840	Đến	large-v3-turbo-full	173
605.680	605.980	0.931152	cái	large-v3-turbo-full	173
605.980	607.020	0.825195	đoạn...	large-v3-turbo-full	173
607.020	607.700	0.944824	Private	large-v3-turbo-full	174
607.700	608.940	0.747070	Remarks	large-v3-turbo-full	174
608.940	609.160	0.852539	ở	large-v3-turbo-full	174
609.160	609.280	0.997559	dưới	large-v3-turbo-full	174
609.280	609.480	0.995117	này.	large-v3-turbo-full	174
610.060	610.540	0.991699	Cái	large-v3-turbo-full	175
610.540	610.680	0.999023	này	large-v3-turbo-full	175
610.680	610.820	0.949219	là	large-v3-turbo-full	175
610.820	611.300	0.854492	cái...	large-v3-turbo-full	175
611.300	611.380	0.908203	Thì	large-v3-turbo-full	176
611.380	611.560	0.998535	có	large-v3-turbo-full	176
611.560	611.960	0.467041	Agent	large-v3-turbo-full	176
611.960	612.160	0.862793	lên	large-v3-turbo-full	176
612.160	612.640	0.988281	MLS	large-v3-turbo-full	176
612.640	612.740	0.615723	thì	large-v3-turbo-full	176
612.740	612.800	0.273193	mình	large-v3-turbo-full	176
612.800	613.000	0.914551	xem	large-v3-turbo-full	176
613.000	613.140	0.997559	được	large-v3-turbo-full	176
613.140	613.380	0.985840	thôi.	large-v3-turbo-full	176
615.020	615.500	0.970703	Thì	large-v3-turbo-full	177
615.500	615.660	0.990723	có	large-v3-turbo-full	177
615.660	615.780	0.954102	một	large-v3-turbo-full	177
615.780	615.940	0.994629	số	large-v3-turbo-full	177
615.940	616.200	0.999023	đoạn	large-v3-turbo-full	177
616.200	616.380	0.781738	ở	large-v3-turbo-full	177
616.380	616.620	0.999023	đây	large-v3-turbo-full	177
616.620	617.160	0.861328	là...	large-v3-turbo-full	177
617.160	617.220	0.820312	Thì	large-v3-turbo-full	178
617.220	617.340	0.988770	có	large-v3-turbo-full	178
617.340	617.580	0.996582	Agent	large-v3-turbo-full	178
617.580	617.720	0.993164	lên	large-v3-turbo-full	178
617.720	618.180	0.998047	MLS	large-v3-turbo-full	178
618.180	618.340	0.852051	mới	large-v3-turbo-full	178
618.340	618.580	0.998535	xem	large-v3-turbo-full	178
618.580	618.840	0.999512	được.	large-v3-turbo-full	178
619.220	619.700	0.999023	Hoặc	large-v3-turbo-full	179
619.700	620.060	0.636719	là...	large-v3-turbo-full	179
620.060	620.140	0.993652	Tất	large-v3-turbo-full	180
620.140	620.240	1.000000	cả	large-v3-turbo-full	180
620.240	620.420	0.995605	những	large-v3-turbo-full	180
620.420	620.800	0.991699	cái	large-v3-turbo-full	180
620.800	621.120	0.918945	từ	large-v3-turbo-full	180
621.120	621.500	0.933105	dưới	large-v3-turbo-full	180
621.500	621.700	0.999023	này	large-v3-turbo-full	180
621.700	622.000	0.833008	xuống	large-v3-turbo-full	180
622.000	622.160	0.905273	dưới	large-v3-turbo-full	180
622.160	622.320	0.992188	này.	large-v3-turbo-full	180
622.820	623.080	0.999023	Cái	large-v3-turbo-full	181
623.080	623.240	1.000000	này	large-v3-turbo-full	181
623.240	623.480	0.908691	cũng	large-v3-turbo-full	181
623.480	623.840	0.842773	là...	large-v3-turbo-full	181
623.840	623.960	0.987793	Chỉ	large-v3-turbo-full	182
623.960	624.380	1.000000	có	large-v3-turbo-full	182
624.380	624.880	0.992188	Agent	large-v3-turbo-full	182
624.880	625.020	0.995117	lên	large-v3-turbo-full	182
625.020	625.440	0.999023	MLS	large-v3-turbo-full	182
625.440	625.700	0.755371	mới	large-v3-turbo-full	182
625.700	625.960	0.994141	xem	large-v3-turbo-full	182
625.960	626.180	1.000000	được.	large-v3-turbo-full	182
626.180	626.800	0.688477	Còn	large-v3-turbo-full	183
626.800	626.900	0.987305	nói	large-v3-turbo-full	183
626.900	627.080	0.999023	chung	large-v3-turbo-full	183
627.080	627.240	0.997559	là	large-v3-turbo-full	183
627.240	627.480	0.974121	từ	large-v3-turbo-full	183
627.480	627.680	0.497314	cái...	large-v3-turbo-full	183
628.740	629.060	0.351318	Public...	large-v3-turbo-full	184
629.060	629.480	0.921875	Cái	large-v3-turbo-full	185
629.480	629.800	0.350342	Property	large-v3-turbo-full	185
629.800	630.500	0.973633	Description	large-v3-turbo-full	185
630.500	630.800	0.774902	lên	large-v3-turbo-full	185
630.800	630.940	0.999023	tất	large-v3-turbo-full	185
630.940	631.040	1.000000	cả	large-v3-turbo-full	185
631.040	631.180	0.998047	chỗ	large-v3-turbo-full	185
631.180	631.340	0.999512	này.	large-v3-turbo-full	185
631.500	631.660	0.995117	Thì	large-v3-turbo-full	186
631.660	631.800	0.982422	nó	large-v3-turbo-full	186
631.800	631.980	0.999023	sẽ	large-v3-turbo-full	186
631.980	632.120	0.929688	hiện	large-v3-turbo-full	186
632.120	632.260	0.994629	qua	large-v3-turbo-full	186
632.260	632.700	0.988770	MLS.	large-v3-turbo-full	186
633.720	634.040	0.687500	Thì...	large-v3-turbo-full	187
634.040	634.280	0.839355	Dụ	large-v3-turbo-full	188
634.280	634.420	0.997070	như	large-v3-turbo-full	188
634.420	634.640	0.984863	mình	large-v3-turbo-full	188
634.640	634.840	0.999512	là	large-v3-turbo-full	188
634.840	635.040	0.999023	người	large-v3-turbo-full	188
635.040	635.420	1.000000	mua	large-v3-turbo-full	188
635.420	635.620	0.822266	nhá.	large-v3-turbo-full	188
636.260	636.500	0.989258	Hoặc	large-v3-turbo-full	189
636.500	636.580	0.998047	là	large-v3-turbo-full	189
636.580	636.720	0.948242	kể	large-v3-turbo-full	189
636.720	636.800	0.965820	cả	large-v3-turbo-full	189
636.800	636.900	0.859863	mình	large-v3-turbo-full	189
636.900	637.020	0.996582	không	large-v3-turbo-full	189
637.020	637.120	0.994629	phải	large-v3-turbo-full	189
637.120	637.180	0.991211	là	large-v3-turbo-full	189
637.180	637.280	0.999512	người	large-v3-turbo-full	189
637.280	637.500	1.000000	mua	large-v3-turbo-full	189
637.500	637.600	0.902832	đi.	large-v3-turbo-full	189
637.660	637.780	0.998047	Mình	large-v3-turbo-full	190
637.780	637.920	1.000000	chỉ	large-v3-turbo-full	190
637.920	638.160	0.999512	muốn	large-v3-turbo-full	190
638.160	638.460	0.998535	tìm	large-v3-turbo-full	190
638.460	638.620	1.000000	hiểu	large-v3-turbo-full	190
638.620	638.740	0.869629	về	large-v3-turbo-full	190
638.740	638.820	0.741699	cái	large-v3-turbo-full	190
638.820	638.960	0.691895	này	large-v3-turbo-full	190
638.960	639.220	1.000000	thôi.	large-v3-turbo-full	190
639.880	640.200	0.703613	Thì...	large-v3-turbo-full	191
640.200	640.280	0.953125	Có	large-v3-turbo-full	192
640.280	640.520	1.000000	những	large-v3-turbo-full	192
640.520	640.720	0.999023	cái	large-v3-turbo-full	192
640.720	641.020	0.526855	chat	large-v3-turbo-full	192
641.020	641.400	0.916016	khác	large-v3-turbo-full	192
641.400	641.620	0.999023	bên	large-v3-turbo-full	192
641.620	641.820	1.000000	cạnh	large-v3-turbo-full	192
641.820	641.980	0.997070	này	large-v3-turbo-full	192
641.980	642.100	0.815430	này.	large-v3-turbo-full	192
642.220	642.320	0.629395	Là	large-v3-turbo-full	193
642.320	642.440	0.979492	những	large-v3-turbo-full	193
642.440	642.580	1.000000	cái	large-v3-turbo-full	193
